
600 Version - LT-ENR fixes (2021/01/16)

37.68833333 041.95527778 ABDIK
40.36277778 031.95250000 ABISI
38.01944444 041.53194444 ABKAL
42.58416667 032.04833333 ABKEV
42.33361111 032.58361111 ABSAX
40.89416667 040.65777778 ABVEX
36.75111111 031.38888889 ADASU
36.90527778 031.74638889 ADBEL
39.31833333 040.85305556 ADNOS
37.68583333 036.54805556 ADSEP
41.87166667 026.56833333 ADORU
37.17138889 037.33361111 ADRES
42.07138889 033.07777778 ADUMU
39.50361111 036.50111111 ADVOK
41.45027778 027.80694444 AFGAR
39.32333333 044.08666667 AGINA
37.50000000 027.46055556 AKBUK
41.42888889 030.72472222 AKCAK
40.95277778 035.44694444 AKEDO
37.22055556 029.40111111 AKIMO
36.92611111 028.22305556 AKSEK
40.63472222 042.58861111 AKUTU
39.86083333 027.83944444 ALEDA
40.77416667 036.66555556 ALMUS
36.83222222 029.99944444 ALPAY
37.70833333 044.62666667 ALRAM
36.76555556 029.40916667 ALTIN
39.99583333 041.74305556 ALVAR
39.33222222 026.49944444 AMANI
39.36722222 029.84833333 APSER
41.59305556 032.50416667 APTOX
40.76416667 036.66805556 APVAS
39.95138889 039.91666667 ARKIN
41.09694444 038.70194444 ARLAT
37.23944444 028.47138889 ARMAM
39.22166667 033.48555556 ARMUD
37.26250000 037.27444444 ARPAG
38.84222222 038.94194444 ARPUT
41.13305556 038.27222222 ARSUG
37.09388889 038.84472222 ARTAR
42.36388889 029.62416667 ARTAT
42.26277778 032.12388889 ASBEP
37.25888889 037.04138889 ASBOM
38.27694444 038.78472222 ASKER
40.63138889 030.71138889 ASMAP
41.66944444 032.23277778 ASMOB
38.55166667 040.41277778 ASPUL
40.74055556 033.12444444 ASTAL
40.08222222 037.57277778 ASVOD
38.20138889 029.74916667 ATGIT
39.52000000 027.84944444 ATKAN
37.38555556 039.34861111 ATLOM
42.05222222 034.85833333 ATNOP
41.75333333 030.62361111 ATPIX
41.19333333 040.37583333 ATPUM
40.21250000 037.31861111 ATRIV
37.50027778 028.71888889 ATSAL
36.58472222 031.62250000 ATSUB
41.46222222 026.95361111 ATVEP
41.64333333 039.58305556 ATVAM
39.38222222 033.36194444 AZBUL
36.95333333 036.86305556 BABLI
38.01555556 030.30500000 BABSA
37.60444444 038.66000000 BADEM
39.33194444 033.97527778 BADOX
41.50861111 035.96638889 BAFRA
38.07111111 029.32527778 BAGLU
39.43777778 033.32444444 BAKIR
39.45750000 033.78083333 BALAX
38.42972222 041.12416667 BALIM
40.09166667 039.60833333 BALON
37.45833333 029.42361111 BALSU
42.68333333 037.66666667 BALUM
40.64027778 038.90277778 BAMLA
42.58750000 032.01750000 BAMUP
36.49472222 027.99527778 BANRO
38.00222222 027.90416667 BAPSI
40.92611111 026.97805556 BARPE
36.16083333 032.72388889 BATNU
37.25000000 028.14666667 BATUK
40.66277778 040.25472222 BAVTI
38.59472222 041.40388889 BAYIR
41.92722222 032.23277778 BEDOP
40.50000000 025.88333333 BELGI
39.13083333 034.28638889 BELSU
36.18333333 029.31666667 BENEM
40.15138889 033.95583333 BENTA
36.26972222 032.05333333 BEPTO
38.99888889 027.13277778 BERGO
38.50500000 042.78805556 BEYAZ
42.45611111 033.13194444 BIMVO
36.31888889 029.17472222 BIRPU
38.04888889 044.29972222 BONAM
37.12083333 037.24333333 BOYAT
38.91833333 042.14555556 BOZLO
37.26972222 030.34944444 BRONZ
38.75611111 038.90222222 BULUT
38.01444444 033.22972222 BUMOM
37.39444444 037.90555556 BUPUN
37.06555556 028.09111111 CENGO
39.95611111 040.66472222 DAMAT
37.36138889 031.09111111 DAMLA
38.90861111 044.20805556 DASIS
39.39722222 029.26861111 DEDIM
40.33444444 029.32305556 DEKEK
40.96500000 040.89027778 DELEL
37.56388889 039.23166667 DEMEB
41.25055556 031.41055556 DENEN
40.71388889 032.19333333 DEREL
37.73444444 044.41500000 DERIL
36.41555556 030.81194444 DERYA
40.72555556 029.86055556 DESAV
38.15222222 030.00194444 DESEM
41.75833333 036.67111111 DETOS
41.87250000 032.46111111 DEVMU
38.19527778 039.07722222 DIGIL
41.12527778 026.32138889 DIGTI
37.58638889 037.05805556 DONDU
35.93222222 033.28277778 DOREN
39.27916667 042.18527778 DORUK
41.03444444 026.61111111 DRAMO
39.49888889 027.22444444 DUGLA
39.72500000 039.12361111 EBEDI
39.46000000 030.12444444 EDASA
40.60666667 042.77666667 EDASU
36.84916667 030.14638889 EDISI
37.58833333 042.65527778 EFFEZ
40.43472222 029.61722222 EKDAM
40.50361111 033.94333333 EKMEK
40.37666667 030.18277778 EKMEL
38.28416667 040.88444444 EKMIN
38.12916667 030.81027778 EKNUD
40.69055556 043.37722222 EKPOS
37.89055556 030.67027778 EKSEN
41.40250000 034.33722222 EKSUK
37.82666667 038.99777778 EKTEL
40.98527778 040.20444444 EKTES
